"Data Source","World Development Indicators",

"Last Updated Date","2022-02-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Post-demographic dividend","PST","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32047.4927624454","32186.4252927468","32497.3196274122","32517.7207073434","33177.8626116566","33841.5724082913","34606.2242028915","35545.5546581395","36303.4654344419","37348.4700742921","38666.6273499635","39107.1513978498","39544.5155110803","40185.620184101","41292.2125249253","42236.0700046844","43315.7856672548","44258.7975308915","44132.5962221952","42335.760136868","43358.193049454","43980.0792050208","44262.2031889093","44645.1666242386","45257.5159142724","46023.2503947573","46635.565636696","47588.8283033156","48501.4449325246","49197.2405100594","46721.2149837027",
"French Polynesia","PYF","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86566.3028619328","86643.6435839159","89119.3841820467","86886.9485910347","93748.5501379704","87721.9494194595","93656.3390794216","92749.556670808","92555.3003484301","89954.8461268723","95908.3128299584","99147.2881888907","96261.4873534297","95499.9076335034","95578.261524971","95965.2512537252","95601.8073323688","91738.7527956234","90970.0609166158","89966.4497223279","85290.4504412017",
"Romania","ROU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13302.4631636847","11685.090982902","10757.3836206734","10936.7219649287","11383.284498107","12117.3537455693","12627.1941361214","12049.5340435645","11829.410266851","11803.3677545068","12109.5441905995","12920.4808475294","13909.655991495","14338.3465598604","15924.0405392458","16770.6431278301","18224.7712318948","19833.9544237127","22044.2917381191","21002.2619031096","20303.149033463","20792.1593043818","21311.1191873482","22197.0232873287","23084.359127492","23878.1723506447","25144.9963025527","27141.9009335846","28523.4538475764","29875.0627717262","28828.1120404948",
"Russian Federation","RUS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21482.7481919439","20340.1319146049","17367.6412095757","15870.6058774315","13880.4651761339","13308.2049086586","12827.1162501779","13028.208334597","12358.1524097299","13189.7937595989","14569.9365828201","15378.0897391906","16175.0971950813","17434.8081359685","18765.5185595709","20042.8135032629","21757.4651663444","23647.2665058004","24887.8527197651","22939.69405447","23961.2202930302","24972.0784933004","25933.2926590626","26332.3966497152","26057.1553085019","25488.0961196394","25490.7082574641","25926.4438539743","26656.4095416865","27210.5459977867","26456.3879381321",
"Rwanda","RWA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","936.634310103984","939.501467411194","1051.32207334206","1033.70152511203","542.659841229042","746.349712194917","816.760626113426","870.959677761298","874.188881408639","846.75265390358","867.61519073836","907.213902829806","1003.02114341004","1009.52602904277","1069.29779902229","1148.44637245018","1226.23908143495","1287.04841191342","1393.0299015146","1441.00028613358","1507.16501035777","1586.96124198572","1682.20649117176","1718.93576078752","1780.14497616194","1889.15810576486","1950.52626543078","1975.24866113275","2088.74922433298","2227.51703252759","2098.7103615481",
"South Asia","SAS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1914.53428456214","1910.45997173091","1976.98682864721","2019.00438946092","2095.49932130955","2193.86124963301","2295.83066179121","2334.91185043327","2416.34983372027","2552.06153159885","2607.03520573945","2673.92486320288","2720.6878981101","2867.97064418132","3031.55686507004","3206.72110808815","3396.21021879837","3586.03601221941","3646.36819428162","3845.06800050794","4076.36781589934","4225.20397647175","4397.79877063271","4602.91545569965","4859.31007599238","5153.8925701396","5482.17291349523","5773.98060124132","6072.74820478171","6243.95086533466","5814.12240748044",
"Saudi Arabia","SAU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41392.5330555247","46075.1300897715","46498.5580456356","44623.5110283702","43761.3181163975","42855.785838097","43073.1308167339","42710.9105839297","43111.0822961275","40643.8371215867","41955.2077907276","40393.9719604564","38170.2234261462","41229.8125939255","43210.2499616445","44309.5346045295","44276.8929667359","43865.9203062551","45340.1181996419","43169.5422903299","44036.7673465341","46989.1476692182","48024.4596697908","47848.3764666261","48209.1373331596","48921.2152517247","48625.8438167915","47306.222319502","47592.7671473292","46962.147688222","44328.1839103615",
"Sudan","SDN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2972.82229707777","3114.5513601595","3234.5894988809","3295.48903654511","3242.50312364678","3347.1915409338","3451.79405444788","3714.85571660039","3770.70426166164","3782.32595187715","3912.51714899932","4052.50673143928","4177.68023713046","4318.01767727684","4414.89692799797","4535.84514352545","4699.75051143139","4834.11081487069","4885.30882751324","4625.24711781675","4680.7711588768","4956.59446843862","4576.47348276821","4555.34770106336","4654.06384507062","4630.15518592408","4677.16039307696","4598.85002570756","4369.7616629041","4173.56620606463","3927.04383779508",
"Senegal","SEN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2472.78440391351","2463.53794715283","2422.77863529469","2385.08946407099","2317.93582807833","2380.24733316678","2367.64814507947","2381.50689843018","2463.46087560811","2557.79283475301","2595.10928846112","2642.68614395242","2580.83210023006","2658.56179831159","2712.87753906729","2758.35344646235","2750.19548003222","2754.19223718363","2780.61530712335","2780.61302743183","2797.11016032924","2757.07940494497","2788.67145940156","2777.11176906606","2868.31587705101","2966.45534736483","3067.66557684345","3203.90636811769","3309.48617330672","3361.46154773707","3320.67552545245",
"Singapore","SGP","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37412.3277522972","38794.8944547636","40146.3556083991","43630.3971477573","46975.5644015556","48851.4447518263","50410.2818080476","52801.4994513362","49917.3739578778","52354.5815761635","56106.7320153462","54029.7347241616","55634.7193859545","59022.1029500717","64011.4255111141","67125.564640796","70915.9915104292","74159.387383979","71629.8274365717","69585.8448836232","78294.0314218674","81538.3651831598","83112.0073399663","85732.8039393429","87959.4167487017","89519.7357100565","91307.5036202199","95350.4356748021","98222.846041782","98411.5820616053","93397.048802202",
"Solomon Islands","SLB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2317.99940215394","2388.81631045283","2617.05632405713","2645.58334580719","2779.92100298894","2975.27835797673","2939.33797884259","2832.05498159451","2790.23790656287","2701.37396851171","2253.61086190761","2018.94093905543","1910.71796751198","1982.68138658287","2061.38887047731","2122.96352695466","2174.52641035946","2220.37921639226","2296.89233568323","2301.58775393598","2439.86232530792","2551.26375812904","2530.75893174193","2594.46170799936","2551.40106578556","2518.64747830047","2596.54593765104","2663.93950830045","2697.64643055486","2660.97969650967","2482.87191978213",
"Sierra Leone","SLE","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1453.1437948692","1477.43684388434","1196.79070738076","1218.49944837892","1200.08910621834","1105.57972782309","1122.69837597099","1051.19925139218","1058.68390253743","1018.91847444617","1057.73959778922","955.302134290785","1156.18197891009","1206.67984075612","1231.16054035997","1238.39461236165","1250.04841151301","1314.60561963486","1353.05186141332","1365.21890158572","1406.17537656313","1461.35516459319","1645.76496833544","1942.88003832528","1987.06878789606","1543.71208235092","1602.13300460836","1633.73073779599","1654.5998431327","1705.1914520016","1637.29662265867",
"El Salvador","SLV","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5287.49553774481","5294.0512452063","5588.24590580364","5833.52513005648","6028.79554407783","6239.39482877668","6222.21489498419","6354.53992517285","6465.16415842172","6551.75182758925","6577.15384387945","6591.26918440046","6655.48766782988","6723.65716119506","6749.98294778387","6900.4892998898","7168.00347103479","7269.72019952464","7392.89661522433","7208.12356570408","7328.79834955232","7575.84489519651","7754.98541664728","7892.46621275047","7990.44167842694","8143.32632789159","8309.90078808963","8454.05216690571","8615.68969206197","8776.1195158388","7982.62611859783",
"San Marino","SMR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63990.0134144302","68029.6760505345","73393.2541510002","74121.588515005","77249.235409883","76507.4739407197","78396.5433239533","80883.7019038812","81766.0041436084","83839.8484765405","88683.31526291","87177.9006384265","77188.6285312613","72038.113620541","65142.7645304895","59708.7273736476","58419.913610278","57328.0766331831","58061.8567960786","59009.7986757906","58867.0133632425","59576.4293867845","60847.1067610929","",
"Somalia","SOM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","877.301005540987","917.876549232987","1026.03817993103","1081.76390727606","1079.11244268258","1129.53146446189","1186.45087125839","1180.96597144934",
"Serbia","SRB","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7752.19128613549","8245.97349628957","8865.07147541586","9196.05363082054","8359.60785756086","8900.59761578923","9529.22077531404","10146.5691306045","10614.3326483172","11599.6492334206","12277.9816257676","12955.95856017","13846.2881198592","14691.7863665185","14347.862196053","14510.9693159574","14923.8077870758","14894.2021014287","15399.7892949514","15226.3264799527","15578.2093041883","16182.8283896249","16611.023740948","17452.803129793","18306.7852371745","18231.0126351086",
"Sub-Saharan Africa (excluding high income)","SSA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3009.56092904039","2944.04391381113","2855.37989943644","2760.43161245835","2717.58217995972","2739.87394789953","2807.62456818862","2840.29955894903","2836.48604296573","2826.56548091093","2847.86845488454","2892.58905113053","2984.44755756619","3023.47210535738","3136.63854870452","3238.60294558126","3345.71644658511","3458.44037060098","3540.50156940663","3547.76807629611","3656.31965562849","3716.06018739846","3748.90832072593","3830.06933280461","3909.86555750488","3920.37059014468","3879.10432460611","3879.28642002662","3886.58336854616","3887.82172804088","3716.68044320809",
"South Sudan","SSD","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3011.14349602785","2945.64099442468","2857.08490622178","2762.22325019977","2719.30518191034","2741.52573077678","2809.31541046076","2842.17926428293","2838.49549258121","2828.56037678217","2849.84023261251","2894.45151219501","2986.26552903308","3025.11536004725","3138.17006858472","3240.24724298084","3347.48213252963","3460.36228257618","3542.30543090869","3549.49674846155","3658.10194462416","3717.96499949567","3750.78238338792","3832.00999335106","3911.84222223476","3922.39872352682","3881.18487660734","3881.4209376658","3888.7008584937","3889.90956024699","3718.46960355186",
"Small states","SST","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12211.7122994483","12401.9766680292","12598.4820081145","12989.020009479","13295.1359718138","13674.0252288833","14136.8711100974","14983.7984660153","15474.5448364476","16564.1501669289","17537.6723107933","18176.5807810621","17906.1109131624","18709.3954679111","19479.4074214299","19756.7406982408","20039.8373533006","20333.6556482844","20463.4205618725","20546.7761978361","20440.6724188236","20515.4887183187","20561.7466784521","19093.6230400362",
"Sao Tome and Principe","STP","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2589.16385739179","2602.34706394415","2718.9226567431","2761.9493276521","2887.70059725196","3069.00052608407","3080.79874207718","3239.02021092205","3227.91333685541","3357.47019269148","3426.32461405325","3461.32746033286","3558.43659332316","3720.78678474604","3794.35859507025","3878.8298699884","3952.94539403456","3993.27879583907","4005.3416234","4051.60484448469",
"Suriname","SUR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13888.9062855436","13993.1400704834","13793.6517527614","12647.8842485079","12865.3768264174","12668.7788231721","12614.014922045","13158.1032730331","13294.6753444521","12952.4460342324","13068.2061204518","13456.2057647793","13670.7914697385","14361.9927378437","15401.5187905768","15908.3007350106","16635.7397109995","17284.6272798923","17793.9959883326","18120.324541775","18840.3690170884","19716.9318044804","20020.3149764486","20379.8705689594","20210.9962142167","19317.0545070113","18180.6026123974","18283.6883894232","19005.6543464151","19036.7450382918","15864.5510032255",
"Slovak Republic","SVK","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11695.3479400425","11872.3093428359","12559.460202568","13254.5278388237","14102.081747246","14910.1941685734","15497.149351255","15464.9446661089","15666.5422069447","16205.9294464866","16942.8845852051","17886.3572398499","18834.3911092927","20079.9101621135","21784.330862383","24136.9720781675","25460.7377646702","24039.6626660015","25528.7457310201","26168.2782560255","26478.6021538019","26623.3505516293","27322.142385212","28719.8630778011","29236.9219310109","30061.5514717196","31159.0224623032","31927.5938301222","30509.769323795",
"Slovenia","SVN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21480.327975747","22182.2116895007","23333.7196815717","24151.5389832882","25421.2948966234","26276.9445587635","27079.4748981347","27994.0619768923","28805.3851190536","30041.8145706637","31128.8298416043","32812.7384858502","34907.3688265664","36075.4669688206","33052.2275423946","33350.6135931956","33568.067345579","32613.4905292711","32234.0257587339","33093.750438441","33799.725526308","34853.0421239497","36507.5530416531","37984.1329244764","38946.6853820836","37091.0008802298",
"Sweden","SWE","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34156.8202971425","33536.0149056118","32953.6182903423","32086.0126428301","33110.8255761839","34233.7027776288","34719.1107469171","35764.6847640308","37286.0953943757","38839.4262714954","40625.3620520538","41103.7264589774","41870.2591560099","42678.2841388566","44354.3910620977","45440.2967492535","47292.3136933265","48557.3843477247","47963.4937520407","45492.768174936","47791.3715245947","48947.4393112155","48300.8425001578","48462.1600029489","49258.9961639539","50928.962975552","51334.4320301641","51947.9542478244","52349.2924275599","52850.5691792533","50923.1104343664",
"Eswatini","SWZ","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5097.82365509611","5047.36655903319","5079.63066551606","5115.21619009818","5123.07863458736","5258.97023115732","5353.1891117226","5416.68403001135","5464.12100149201","5545.10278860572","5579.13660956221","5592.50608748803","5806.2669863466","6009.4954805798","6206.09185383224","6551.0102122101","6906.56450379782","7167.54319615962","7176.21353367618","7236.73476399749","7459.22804259304","7575.71565470973","7930.8691724935","8179.81550407126","8193.67285336229","8307.78217367581","8321.02413629192","8408.03591539676","8520.58515238348","8652.92271657383","8404.72719870988",
"Sint Maarten (Dutch part)","SXM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41969.4037404409","43543.8897582329","46392.8687508029","45401.7023586931","43523.5357917997","42946.6845432836","41852.4041272813","40857.7694761666","37914.1229673613","35342.1066072069","","",
"Seychelles","SYC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14632.3284267854","14837.2938990458","15827.0616417435","16461.1988962777","15900.1621634199","15538.7497892728","16065.4233244494","17777.2612485579","18897.933454298","18877.252265188","18992.8178400246","18545.230585561","18204.9611109044","17328.1778955933","16896.7048911976","18333.2453214775","19644.685515494","21581.4854354589","20651.133888545","20342.8790764766","20960.7485670519","23216.3071255947","23279.533614687","24228.8787302823","24929.5532387977","25583.5530253691","26395.3882930733","27309.7621128652","27529.4988066666","27611.1189337206","24427.7129783436",
"Syrian Arab Republic","SYR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23761.2065522888","23049.4472594203","22849.5766770527","24392.0212123778","26693.1031013707","28175.2532473401","27060.5896570252","28160.8888189987","29251.0788562448","21126.9491031825",
"Chad","TCD","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1003.78554147824","1055.16204994379","1103.79736958049","901.025650981078","960.585816170955","940.682424412148","929.580370552821","949.080823950917","980.23444987744","939.272920409891","897.34703736949","964.737480839424","1007.06275012841","1111.60459241536","1430.36832482671","1618.13661604613","1572.4821779686","1569.74883183845","1564.79168999509","1577.66948800015","1732.69158409284","1676.76945838237","1765.19498420091","1804.32252218497","1866.26607861774","1857.10786365964","1687.05356916322","1587.03232784726","1576.32111465904","1579.62610063652","1519.03677479093",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2194.36040233428","2326.82914711654","2526.07336527291","2749.78668254547","2989.21806494824","3232.28990994815","3471.52560752477","3655.74794576524","3637.37993652639","3806.68496670105","4042.78944363716","4261.78855217469","4544.5651094773","4886.64231352313","5266.15127942609","5710.32196626276","6248.96817392298","6923.51744277875","7430.94388806338","7915.06035645452","8607.77923928207","9241.23232326453","9842.03676288135","10445.9704552996","11056.5380589919","11681.5908886996","12338.3673542554","13047.0841019261","13789.0482467427","14488.5800199879","14545.523104126",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15017.1439262875","14076.4484553013","12620.3076079863","11861.9220726054","10674.3371554176","10535.4323266137","10552.8985759631","10806.4375329776","10698.7184033461","10965.7595791394","11793.2760622485","12164.5031553847","12787.7782399588","13600.8882642505","14684.1475181708","15624.4758173127","16837.2182918812","18110.3545245724","18871.1609562363","17802.4463197111","18549.2766803795","19491.186685424","20036.3714184618","20595.9972377509","20837.1724897561","20905.1218169927","21182.0117880418","21925.3972691305","22585.510833882","23090.1311053669","22573.0020177662",
"Togo","TGO","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1787.17445900133","1733.92147032903","1629.91969604869","1355.31275712186","1523.74018379647","1602.19998753984","1694.64802179106","1879.03960198562","1777.76419884165","1765.47793796663","1700.44139728224","1667.65380910349","1686.66834486167","1754.90580365509","1694.14588698037","1573.68375169768","1572.99505011874","1513.16116256045","1532.4239760454","1573.97067329953","1625.54544572513","1683.85626306541","1746.93126201228","1805.48891919451","1863.28189428095","1920.46930703618","1976.80779349156","2012.24069260973","2061.33417572853","2121.89991847011","2107.87776319104",
"Thailand","THA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7102.05626415201","7619.036169494","8152.50009232452","8745.55201723401","9358.70839802657","10017.9336696078","10467.4546077527","10059.3768061813","9180.01952268463","9489.81832376885","9809.62237014961","10053.8153977212","10583.7618633023","11260.1581111258","11886.3246218723","12304.4020760731","12837.8779168538","13460.0605585001","13620.5323660986","13458.5267079765","14399.0445142977","14450.4788337362","15424.5442688037","15767.3608137962","15854.1318583817","16285.3865749723","16782.0986705337","17422.9523512059","18095.7365704368","18453.4698218155","17284.7012460924",
"Tajikistan","TJK","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4092.86160326044","3720.0188918155","2592.32311751719","2131.99037350551","1652.51200711031","1425.83048990524","1170.14917445528","1172.37427578565","1216.43191463422","1242.41520085336","1324.90986011034","1428.36847535195","1555.95059049014","1696.82486172683","1837.65117029734","1924.11690363046","2019.16953833117","2133.49400921643","2255.02265129265","2293.71270834639","2390.02217412609","2510.15733228064","2637.65426734355","2767.83682323965","2884.20022507532","2984.49491330069","3113.25451664416","3252.93265536068","3415.32233593608","3581.41140185513","3657.57350716538",
"Turkmenistan","TKM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7207.93394877223","6685.07196833905","5523.28933315539","5451.06229696596","4393.75950385793","3987.54563664097","4175.81983668549","3642.18893942318","3849.21084097437","4431.46005936646","4622.07875656117","4772.17661943421","4736.78078404191","4843.56708736216","5034.24789042693","5629.0698391954","6174.73802830858","6773.09569391502","7665.45219775881","8015.80961742371","8616.88953254413","9717.64188636576","10604.0004134209","11471.1840827954","12421.3697709052","12993.5318096291","13562.5284762511","14205.0265119624","14845.3446497287","15538.4199701316","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10545.1605384932","10701.394371227","10810.3152137246","11087.9034139326","11489.3288638334","11362.1128110518","11635.2735726673","12061.1419923735","12192.2988082575","12057.6381966551","12303.8969391808","12163.6123089742","12062.1227097352","12208.7359057696","12705.3535509005","13054.5175734555","13561.7359234502","14114.5037413508","14476.9595296142","14010.8443169509","14767.0401028562","15278.7439652466","15513.3312902359","15805.9248777999","15885.9501420308","15836.6255322094","15690.1312264557","15849.0828669983","15980.2118678294","15962.7401253701","14747.3170739021",
"Timor-Leste","TLS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2328.0642066782","2658.01134136721","2422.16176116791","2308.23669802015","2258.38417006437","2271.5370217567","2132.3077787907","2305.87361819444","2522.18874159865","2729.28147359635","2931.4317167304","3051.23613419197","3143.27779181869","3182.73610531984","3266.73166592386","3295.30380040936","3342.60876626008","3177.48513651044","3094.12978694463","3626.67316234677","3925.94815881534",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6600.27284394206","6420.66626158022","6547.94475512055","6560.56359571059","6525.99614789207","6566.85747344715","6821.43762140548","6908.78328816118","7208.31362256206","7383.472229881","7703.05490261708","7757.03816953782","7868.7855681667","7927.42620287797","8363.78759764691","8569.616923341","8867.56729901026","9267.16981921136","9466.24287389158","9562.46862448624","9874.95238280794","9693.92045068494","9744.91326699746","9736.28060475981","9793.02549275752","9818.41596973206","10339.8044991245","10495.408846085","10394.3260944362","10282.156888235","9845.40670699918",
"Tonga","TON","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3765.39012118534","3999.61762482449","4003.18084658394","4145.95535281619","4342.9674266928","4652.09303557581","4721.57478868593","4761.83032924521","4858.0463131923","5015.63144034007","5034.41516562787","5195.57261088469","5417.69313740651","5511.12392625902","5344.83217437842","5312.37415216318","5262.44445083749","5232.3167095605","5438.07785405326","5129.8913098852","5166.93205439861","5541.77196044234","5632.09161877784","5703.41989710407","5861.464132687","5944.4526863595","6312.32630161575","6467.12427796495","6411.28936778647","6378.1283460138","6346.99956476906",
"South Asia (IDA & IBRD)","TSA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1914.53428456214","1910.45997173091","1976.98682864721","2019.00438946092","2095.49932130955","2193.86124963301","2295.83066179121","2334.91185043327","2416.34983372027","2552.06153159885","2607.03520573945","2673.92486320288","2720.6878981101","2867.97064418132","3031.55686507004","3206.72110808815","3396.21021879837","3586.03601221941","3646.36819428162","3845.06800050794","4076.36781589934","4225.20397647175","4397.79877063271","4602.91545569965","4859.31007599238","5153.8925701396","5482.17291349523","5773.98060124132","6072.74820478171","6243.95086533466","5814.12240748044",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3011.14349602785","2945.64099442468","2857.08490622178","2762.22325019977","2719.30518191034","2741.52573077678","2809.31541046076","2842.17926428293","2838.49549258121","2828.56037678217","2849.84023261251","2894.45151219501","2986.26552903308","3025.11536004725","3138.17006858472","3240.24724298084","3347.48213252963","3460.36228257618","3542.30543090869","3549.49674846156","3658.10194462416","3717.96499949568","3750.78238338792","3832.00999335106","3911.84222223476","3922.39872352682","3881.18487660734","3881.4209376658","3888.7008584937","3889.90956024699","3718.46960355186",
"Trinidad and Tobago","TTO","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10080.8378671643","10327.0484150118","11299.6968095765","11161.6327883641","11505.0020038462","11898.8331509295","12713.8241849004","13645.4074829195","14732.2752118278","15886.4599640954","16939.5254674584","17583.6537225067","18896.2544299585","21518.0104708623","23110.7517040813","24424.857914511","27522.3703712998","28700.8829937237","29538.9110681988","28103.2689912234","28879.2873679678","28621.106512477","28798.4969953552","29247.0103539105","28796.559068824","29053.3347831462","27281.8582564754","26342.6166624768","26250.3722429394","25827.8850703571","23722.478535832",
"Tunisia","TUN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5795.56622652663","5889.42641932027","6212.03840996932","6216.66405815894","6291.2459868412","6328.0692107311","6676.43397468506","6943.94734035994","7188.33780961064","7541.31156489461","7819.43009044211","8045.36616838945","8087.89775337934","8405.19552135912","8860.726502802","9092.99476330464","9481.25210102957","10015.7625636837","10330.2411195608","10532.1134880734","10789.6123137916","10504.7342401065","10810.025513368","10934.8768536079","11118.924554076","11112.8538239177","11113.7746532948","11234.4897248596","11385.3663253176","11417.1268019996","10260.0658001477",
